time,District,Party,Mandates,Percentage,validVotesPercentage,Votes
10/6/2019 22:00,Coimbra,PURP,0,0.21,0.22,357
10/6/2019 22:00,Coimbra,NC,0,0.2,0.21,344
10/6/2019 22:00,Coimbra,PPM,0,0.12,0.13,203
10/6/2019 22:00,Coimbra,MAS,0,0.11,0.12,190
10/6/2019 22:00,Coimbra,JPP,0,0.07,0.08,127
10/6/2019 22:00,Évora,PS,2,38.33,39.79,28371
10/6/2019 22:00,Évora,PCP-PEV,1,18.89,19.61,13980
10/6/2019 22:00,Évora,PPD/PSD,0,17.48,18.14,12937
10/6/2019 22:00,Évora,B.E.,0,8.95,9.29,6624
10/6/2019 22:00,Évora,CDS-PP,0,3.42,3.56,2535
10/6/2019 22:00,Évora,CH,0,2.22,2.31,1645
10/6/2019 22:00,Évora,PAN,0,1.95,2.03,1446
10/6/2019 22:00,Évora,PCTP/MRPP,0,1.25,1.29,922
10/6/2019 22:00,Évora,L,0,0.68,0.71,503
10/6/2019 22:00,Évora,IL,0,0.66,0.69,490
10/6/2019 22:00,Évora,A,0,0.62,0.64,459
10/6/2019 22:00,Évora,R.I.R.,0,0.45,0.47,334
10/6/2019 22:00,Évora,NC,0,0.42,0.44,311
10/6/2019 22:00,Évora,PNR,0,0.24,0.25,179
10/6/2019 22:00,Évora,PURP,0,0.21,0.22,154
10/6/2019 22:00,Évora,MPT,0,0.19,0.2,143
10/6/2019 22:00,Évora,PPM,0,0.15,0.16,114
10/6/2019 22:00,Évora,PTP,0,0.11,0.12,82
10/6/2019 22:00,Évora,PDR,0,0.09,0.1,70
10/6/2019 22:00,Faro,PS,2,37.02,38.84,56046
10/6/2019 22:00,Faro,PPD/PSD,1,22.41,23.5,33918
10/6/2019 22:00,Faro,B.E.,0,12.02,12.61,18191
10/6/2019 22:00,Faro,PCP-PEV,0,7.19,7.54,10882
10/6/2019 22:00,Faro,PAN,0,4.69,4.92,7095
10/6/2019 22:00,Faro,CDS-PP,0,3.73,3.91,5644
10/6/2019 22:00,Faro,CH,0,2.1,2.21,3185
10/6/2019 22:00,Faro,L,0,0.96,1.01,1454
10/6/2019 22:00,Faro,PCTP/MRPP,0,0.88,0.93,1336
10/6/2019 22:00,Faro,IL,0,0.81,0.85,1224
10/6/2019 22:00,Faro,A,0,0.74,0.78,1124
10/6/2019 22:00,Faro,R.I.R.,0,0.6,0.63,915
10/6/2019 22:00,Faro,MPT,0,0.43,0.45,650
10/6/2019 22:00,Faro,PNR,0,0.42,0.44,629
10/6/2019 22:00,Faro,NC,0,0.4,0.42,606
10/6/2019 22:00,Faro,PURP,0,0.29,0.3,433
10/6/2019 22:00,Faro,PPM,0,0.24,0.25,357
10/6/2019 22:00,Faro,PDR,0,0.21,0.22,314
10/6/2019 22:00,Faro,PTP,0,0.21,0.22,312
10/6/2019 22:00,Guarda,PS,2,37.55,39.66,28783
10/6/2019 22:00,Guarda,PPD/PSD,1,34.37,36.3,26343
10/6/2019 22:00,Guarda,B.E.,0,7.81,8.25,5990
10/6/2019 22:00,Guarda,CDS-PP,0,4.99,5.27,3823
10/6/2019 22:00,Guarda,PCP-PEV,0,2.99,3.16,2295
10/6/2019 22:00,Guarda,PAN,0,1.6,1.69,1223
10/6/2019 22:00,Guarda,CH,0,1.48,1.56,1135
10/6/2019 22:00,Guarda,IL,0,0.6,0.64,461
10/6/2019 22:00,Guarda,R.I.R.,0,0.6,0.63,458
10/6/2019 22:00,Guarda,A,0,0.53,0.56,406
10/6/2019 22:00,Guarda,L,0,0.49,0.51,373
10/6/2019 22:00,Guarda,PCTP/MRPP,0,0.47,0.5,363
10/6/2019 22:00,Guarda,PNR,0,0.22,0.23,165
10/6/2019 22:00,Guarda,PTP,0,0.22,0.24,171
10/6/2019 22:00,Guarda,PURP,0,0.2,0.21,154
10/6/2019 22:00,Guarda,MPT,0,0.16,0.17,122
10/6/2019 22:00,Guarda,NC,0,0.15,0.16,118
10/6/2019 22:00,Guarda,PDR,0,0.13,0.14,103
10/6/2019 22:00,Guarda,PPM,0,0.1,0.11,80
10/6/2019 22:00,Leiria,PPD/PSD,2,34.34,36.53,64129
10/6/2019 22:00,Leiria,PS,2,30.8,32.77,57528
10/6/2019 22:00,Leiria,B.E.,0,8.97,9.55,16759
10/6/2019 22:00,Leiria,CDS-PP,0,5.41,5.76,10110
10/6/2019 22:00,Leiria,PCP-PEV,0,4.31,4.59,8056
10/6/2019 22:00,Leiria,PAN,0,2.68,2.86,5012
10/6/2019 22:00,Leiria,CH,0,1.47,1.56,2740
10/6/2019 22:00,Leiria,A,0,0.91,0.96,1693
10/6/2019 22:00,Leiria,IL,0,0.85,0.91,1593
10/6/2019 22:00,Leiria,L,0,0.85,0.91,1590
10/6/2019 22:00,Leiria,R.I.R.,0,0.77,0.82,1431
10/6/2019 22:00,Leiria,PCTP/MRPP,0,0.75,0.8,1406
10/6/2019 22:00,Leiria,MPT,0,0.29,0.31,544
10/6/2019 22:00,Leiria,PNR,0,0.27,0.29,508
10/6/2019 22:00,Leiria,NC,0,0.25,0.27,473
10/6/2019 22:00,Leiria,PDR,0,0.25,0.27,474
10/6/2019 22:00,Leiria,PPM,0,0.23,0.24,421
10/6/2019 22:00,Leiria,PURP,0,0.22,0.23,412
10/6/2019 22:00,Leiria,PTP,0,0.17,0.18,324
10/6/2019 22:00,Leiria,JPP,0,0.1,0.11,190
10/6/2019 22:00,Leiria,MAS,0,0.08,0.08,142
10/6/2019 22:00,Lisboa,PS,3,36.7,38.24,111097
10/6/2019 22:00,Lisboa,PPD/PSD,1,23.13,24.1,70031
10/6/2019 22:00,Lisboa,B.E.,0,9.41,9.81,28496
10/6/2019 22:00,Lisboa,PCP-PEV,0,8.03,8.37,24317
10/6/2019 22:00,Lisboa,CDS-PP,0,4.43,4.61,13403
10/6/2019 22:00,Lisboa,PAN,0,4.11,4.28,12434
10/6/2019 22:00,Lisboa,IL,0,2.12,2.21,6424
10/6/2019 22:00,Lisboa,CH,0,1.9,1.98,5739
10/6/2019 22:00,Lisboa,L,0,1.89,1.96,5708
10/6/2019 22:00,Lisboa,A,0,1.2,1.25,3635
10/6/2019 22:00,Lisboa,PCTP/MRPP,0,0.9,0.94,2718
10/6/2019 22:00,Lisboa,R.I.R.,0,0.49,0.51,1472
10/6/2019 22:00,Lisboa,PNR,0,0.39,0.41,1185
10/6/2019 22:00,Lisboa,MPT,0,0.27,0.28,815
10/6/2019 22:00,Lisboa,NC,0,0.23,0.24,698
10/6/2019 22:00,Lisboa,PDR,0,0.21,0.21,624
10/6/2019 22:00,Lisboa,PPM,0,0.19,0.2,575
10/6/2019 22:00,Lisboa,PURP,0,0.17,0.18,514
10/6/2019 22:00,Lisboa,MAS,0,0.11,0.12,344
10/6/2019 22:00,Lisboa,PTP,0,0.11,0.11,331
10/6/2019 22:00,Madeira,PPD/PSD,1,37.26,38.14,43397
10/6/2019 22:00,Madeira,PS,1,33.28,34.07,38765
10/6/2019 22:00,Madeira,CDS-PP,0,6.05,6.2,7050
10/6/2019 22:00,Madeira,JPP,0,5.8,5.94,6754
10/6/2019 22:00,Madeira,B.E.,0,5.07,5.19,5902
10/6/2019 22:00,Madeira,PCP-PEV,0,2.02,2.07,2350
10/6/2019 22:00,Madeira,PAN,0,1.76,1.8,2051
10/6/2019 22:00,Madeira,R.I.R.,0,0.94,0.97,1098
10/6/2019 22:00,Madeira,PTP,0,0.92,0.94,1074
10/6/2019 22:00,Madeira,CH,0,0.72,0.74,840
10/6/2019 22:00,Madeira,IL,0,0.65,0.67,757
10/6/2019 22:00,Madeira,PURP,0,0.64,0.65,740
10/6/2019 22:00,Madeira,PCTP/MRPP,0,0.62,0.64,723
10/6/2019 22:00,Madeira,A,0,0.46,0.47,539
10/6/2019 22:00,Madeira,L,0,0.36,0.37,417
10/6/2019 22:00,Madeira,MPT,0,0.36,0.37,418
10/6/2019 22:00,Madeira,PDR,0,0.33,0.34,386
10/6/2019 22:00,Madeira,PNR,0,0.16,0.16,183
10/6/2019 22:00,Madeira,NC,0,0.15,0.15,174
10/6/2019 22:00,Madeira,PPM,0,0.14,0.14,162
10/6/2019 22:00,Portalegre,PS,2,44.73,46.72,22909
10/6/2019 22:00,Portalegre,PPD/PSD,0,20.08,20.97,10284
10/6/2019 22:00,Portalegre,PCP-PEV,0,10.46,10.92,5356
10/6/2019 22:00,Portalegre,B.E.,0,8.1,8.46,4146
10/6/2019 22:00,Portalegre,CDS-PP,0,3.82,3.99,1955
10/6/2019 22:00,Portalegre,CH,0,2.74,2.86,1401
10/6/2019 22:00,Portalegre,PAN,0,1.66,1.74,852
10/6/2019 22:00,Portalegre,PCTP/MRPP,0,1.21,1.27,622
10/6/2019 22:00,Portalegre,L,0,0.56,0.59,287
10/6/2019 22:00,Portalegre,A,0,0.52,0.54,267
10/6/2019 22:00,Portalegre,IL,0,0.5,0.52,255
10/6/2019 22:00,Portalegre,R.I.R.,0,0.41,0.43,209
10/6/2019 22:00,Portalegre,PNR,0,0.31,0.32,158
10/6/2019 22:00,Portalegre,PURP,0,0.22,0.23,115
10/6/2019 22:00,Portalegre,MPT,0,0.18,0.19,94
10/6/2019 22:00,Portalegre,PDR,0,0.13,0.13,65
10/6/2019 22:00,Portalegre,PTP,0,0.12,0.12,61
10/6/2019 22:00,Porto,PS,7,38.59,40.26,220420
10/6/2019 22:00,Porto,PPD/PSD,6,30.96,32.31,176856
10/6/2019 22:00,Porto,B.E.,1,9.31,9.72,53185
10/6/2019 22:00,Porto,PCP-PEV,0,4.27,4.45,24369
10/6/2019 22:00,Porto,CDS-PP,0,3.36,3.51,19192
10/6/2019 22:00,Porto,PAN,0,3.13,3.26,17860
10/6/2019 22:00,Porto,R.I.R.,0,1.43,1.5,8196
10/6/2019 22:00,Porto,IL,0,1.01,1.05,5750
10/6/2019 22:00,Porto,L,0,0.77,0.8,4402
10/6/2019 22:00,Porto,CH,0,0.64,0.66,3638
10/6/2019 22:00,Porto,PCTP/MRPP,0,0.58,0.6,3304
10/6/2019 22:00,Porto,A,0,0.41,0.42,2314
10/6/2019 22:00,Porto,PNR,0,0.21,0.22,1227
10/6/2019 22:00,Porto,PURP,0,0.21,0.22,1183
10/6/2019 22:00,Porto,MPT,0,0.18,0.19,1056
10/6/2019 22:00,Porto,PDR,0,0.18,0.18,1001
10/6/2019 22:00,Porto,PTP,0,0.18,0.18,1012
10/6/2019 22:00,Porto,NC,0,0.16,0.17,936
10/6/2019 22:00,Porto,JPP,0,0.12,0.12,682
10/6/2019 22:00,Porto,PPM,0,0.09,0.09,511
10/6/2019 22:00,Porto,MAS,0,0.06,0.06,350
10/6/2019 22:00,Santarém,PS,3,37.1,38.99,75857
10/6/2019 22:00,Santarém,PPD/PSD,2,25.28,26.56,51676
10/6/2019 22:00,Santarém,B.E.,0,10.19,10.71,20839
10/6/2019 22:00,Santarém,PCP-PEV,0,7.57,7.96,15482
10/6/2019 22:00,Santarém,CDS-PP,0,4.75,4.99,9703
10/6/2019 22:00,Santarém,PAN,0,2.58,2.71,5269
10/6/2019 22:00,Santarém,CH,0,2.03,2.14,4159
10/6/2019 22:00,Santarém,L,0,0.86,0.91,1763
10/6/2019 22:00,Santarém,A,0,0.81,0.86,1665
10/6/2019 22:00,Santarém,IL,0,0.77,0.81,1584
10/6/2019 22:00,Santarém,PCTP/MRPP,0,0.69,0.73,1411
10/6/2019 22:00,Santarém,R.I.R.,0,0.61,0.64,1248
10/6/2019 22:00,Santarém,PNR,0,0.4,0.42,815
10/6/2019 22:00,Santarém,NC,0,0.39,0.41,801
10/6/2019 22:00,Santarém,PDR,0,0.29,0.31,600
10/6/2019 22:00,Santarém,PURP,0,0.24,0.25,489
10/6/2019 22:00,Santarém,MPT,0,0.23,0.24,465
10/6/2019 22:00,Santarém,PPM,0,0.23,0.24,461
10/6/2019 22:00,Santarém,PTP,0,0.13,0.14,263
10/6/2019 22:00,Setúbal,PS,1,38.34,39.81,56155
10/6/2019 22:00,Setúbal,PCP-PEV,0,17.14,17.8,25104
10/6/2019 22:00,Setúbal,PPD/PSD,0,13.7,14.23,20069
10/6/2019 22:00,Setúbal,B.E.,0,11.91,12.37,17444
10/6/2019 22:00,Setúbal,PAN,0,4.24,4.4,6203
10/6/2019 22:00,Setúbal,CDS-PP,0,2.83,2.94,4148
10/6/2019 22:00,Setúbal,CH,0,1.86,1.93,2717
10/6/2019 22:00,Setúbal,L,0,1.25,1.29,1825
10/6/2019 22:00,Setúbal,PCTP/MRPP,0,0.99,1.03,1454
10/6/2019 22:00,Setúbal,IL,0,0.98,1.02,1441
10/6/2019 22:00,Setúbal,A,0,0.68,0.7,994
10/6/2019 22:00,Setúbal,R.I.R.,0,0.6,0.62,881
10/6/2019 22:00,Setúbal,PNR,0,0.42,0.43,610
10/6/2019 22:00,Setúbal,MPT,0,0.28,0.29,406
10/6/2019 22:00,Setúbal,NC,0,0.26,0.27,375
10/6/2019 22:00,Setúbal,PURP,0,0.26,0.27,380
10/6/2019 22:00,Setúbal,PDR,0,0.2,0.21,297
10/6/2019 22:00,Setúbal,PPM,0,0.19,0.2,277
10/6/2019 22:00,Setúbal,PTP,0,0.11,0.11,162
10/6/2019 22:00,Setúbal,MAS,0,0.08,0.08,112
10/6/2019 22:00,Viana do Castelo,PS,3,34.78,36.51,42392
10/6/2019 22:00,Viana do Castelo,PPD/PSD,3,33.8,35.48,41196
10/6/2019 22:00,Viana do Castelo,B.E.,0,8.47,8.89,10320
10/6/2019 22:00,Viana do Castelo,CDS-PP,0,6.22,6.53,7576
10/6/2019 22:00,Viana do Castelo,PCP-PEV,0,3.97,4.17,4839
10/6/2019 22:00,Viana do Castelo,PAN,0,2.36,2.48,2876
10/6/2019 22:00,Viana do Castelo,R.I.R.,0,0.87,0.91,1058
10/6/2019 22:00,Viana do Castelo,CH,0,0.7,0.74,858
10/6/2019 22:00,Viana do Castelo,IL,0,0.57,0.6,692
10/6/2019 22:00,Viana do Castelo,A,0,0.56,0.58,679
10/6/2019 22:00,Viana do Castelo,L,0,0.56,0.59,688
10/6/2019 22:00,Viana do Castelo,PCTP/MRPP,0,0.55,0.58,671
10/6/2019 22:00,Viana do Castelo,JPP,0,0.48,0.51,587
10/6/2019 22:00,Viana do Castelo,PNR,0,0.24,0.25,292
10/6/2019 22:00,Viana do Castelo,PDR,0,0.23,0.24,281
10/6/2019 22:00,Viana do Castelo,NC,0,0.21,0.22,259
10/6/2019 22:00,Viana do Castelo,MPT,0,0.17,0.18,209
10/6/2019 22:00,Viana do Castelo,PPM,0,0.17,0.18,204
10/6/2019 22:00,Viana do Castelo,PTP,0,0.17,0.18,208
10/6/2019 22:00,Viana do Castelo,PURP,0,0.17,0.18,212
10/6/2019 22:00,Vila Real,PPD/PSD,1,38.97,40.87,38516
10/6/2019 22:00,Vila Real,PS,1,37.26,39.07,36826
10/6/2019 22:00,Vila Real,B.E.,0,6.07,6.37,5999
10/6/2019 22:00,Vila Real,CDS-PP,0,4.51,4.73,4454
10/6/2019 22:00,Vila Real,PCP-PEV,0,2.52,2.65,2493
10/6/2019 22:00,Vila Real,PAN,0,1.65,1.73,1629
10/6/2019 22:00,Vila Real,CH,0,0.78,0.82,775
10/6/2019 22:00,Vila Real,A,0,0.7,0.74,696
10/6/2019 22:00,Vila Real,R.I.R.,0,0.65,0.68,639
10/6/2019 22:00,Vila Real,PCTP/MRPP,0,0.58,0.6,570
10/6/2019 22:00,Vila Real,L,0,0.55,0.58,545
10/6/2019 22:00,Vila Real,IL,0,0.43,0.45,422
10/6/2019 22:00,Vila Real,PPM,0,0.19,0.19,183
10/6/2019 22:00,Vila Real,PDR,0,0.18,0.19,175
10/6/2019 22:00,Vila Real,NC,0,0.17,0.18,165
10/6/2019 22:00,Vila Real,PNR,0,0.16,0.17,158
10/6/2019 22:00,Viseu,PPD/PSD,4,36.26,38.13,64427
10/6/2019 22:00,Viseu,PS,4,35.35,37.17,62813
10/6/2019 22:00,Viseu,B.E.,0,7.86,8.26,13964
10/6/2019 22:00,Viseu,CDS-PP,0,5.89,6.19,10468
10/6/2019 22:00,Viseu,PCP-PEV,0,2.3,2.41,4081
10/6/2019 22:00,Viseu,PAN,0,2.12,2.23,3771
10/6/2019 22:00,Viseu,CH,0,0.97,1.02,1722
10/6/2019 22:00,Viseu,R.I.R.,0,0.75,0.79,1335
10/6/2019 22:00,Viseu,A,0,0.68,0.72,1213
10/6/2019 22:00,Viseu,IL,0,0.55,0.58,974
10/6/2019 22:00,Viseu,PCTP/MRPP,0,0.51,0.53,900
10/6/2019 22:00,Viseu,L,0,0.49,0.52,875
10/6/2019 22:00,Viseu,PDR,0,0.26,0.27,455
10/6/2019 22:00,Viseu,PPM,0,0.2,0.21,355
10/6/2019 22:00,Viseu,PURP,0,0.2,0.21,363
10/6/2019 22:00,Viseu,NC,0,0.19,0.2,332
10/6/2019 22:00,Viseu,PNR,0,0.18,0.19,325
10/6/2019 22:00,Viseu,MPT,0,0.14,0.15,256
10/6/2019 22:00,Viseu,PTP,0,0.13,0.14,239
10/6/2019 22:00,Viseu,JPP,0,0.07,0.07,118
10/6/2019 22:05,Território Nacional,PS,49,37,38.78,1259946
10/6/2019 22:05,Território Nacional,PPD/PSD,34,29.41,30.82,1001437
10/6/2019 22:05,Território Nacional,B.E.,2,9.14,9.58,311388
10/6/2019 22:05,Território Nacional,PCP-PEV,2,5.86,6.15,199680
10/6/2019 22:05,Território Nacional,CDS-PP,0,4.4,4.61,149727
10/6/2019 22:05,Território Nacional,PAN,0,2.82,2.96,96142
10/6/2019 22:05,Território Nacional,CH,0,1.2,1.26,40820
10/6/2019 22:05,Território Nacional,IL,0,0.89,0.93,30272
10/6/2019 22:05,Território Nacional,L,0,0.83,0.87,28329
10/6/2019 22:05,Território Nacional,R.I.R.,0,0.77,0.81,26385
10/6/2019 22:05,Território Nacional,PCTP/MRPP,0,0.68,0.71,23059
10/6/2019 22:05,Território Nacional,A,0,0.67,0.71,22921
10/6/2019 22:05,Território Nacional,JPP,0,0.27,0.28,9028
10/6/2019 22:05,Território Nacional,PNR,0,0.27,0.28,9123
10/6/2019 22:05,Território Nacional,MPT,0,0.22,0.23,7622
10/6/2019 22:05,Território Nacional,NC,0,0.21,0.22,7168
10/6/2019 22:05,Território Nacional,PDR,0,0.2,0.21,6686
10/6/2019 22:05,Território Nacional,PURP,0,0.2,0.21,6956
10/6/2019 22:05,Território Nacional,PPM,0,0.16,0.16,5307
10/6/2019 22:05,Território Nacional,PTP,0,0.16,0.17,5575
10/6/2019 22:05,Território Nacional,MAS,0,0.05,0.05,1619
10/6/2019 22:05,Açores,PS,1,40.31,43.07,30202
10/6/2019 22:05,Açores,PPD/PSD,1,30.33,32.41,22725
10/6/2019 22:05,Açores,B.E.,0,7.87,8.41,5900
10/6/2019 22:05,Açores,CDS-PP,0,4.78,5.11,3580
10/6/2019 22:05,Açores,PAN,0,2.57,2.75,1926
10/6/2019 22:05,Açores,PCP-PEV,0,2.36,2.52,1766
10/6/2019 22:05,Açores,CH,0,0.84,0.9,628
10/6/2019 22:05,Açores,L,0,0.83,0.89,624
10/6/2019 22:05,Açores,A,0,0.82,0.88,615
10/6/2019 22:05,Açores,IL,0,0.66,0.71,497
10/6/2019 22:05,Açores,PCTP/MRPP,0,0.62,0.66,462
10/6/2019 22:05,Açores,PPM,0,0.5,0.53,373
10/6/2019 22:05,Açores,MPT,0,0.38,0.41,284
10/6/2019 22:05,Açores,PNR,0,0.3,0.32,227
10/6/2019 22:05,Açores,PTP,0,0.17,0.18,126
10/6/2019 22:05,Açores,MAS,0,0.13,0.14,98
10/6/2019 22:05,Açores,PDR,0,0.12,0.12,87
10/6/2019 22:05,Aveiro,PPD/PSD,3,34.61,36.39,82709
10/6/2019 22:05,Aveiro,PS,2,33.13,34.83,79166
10/6/2019 22:05,Aveiro,B.E.,0,9.45,9.93,22575
10/6/2019 22:05,Aveiro,CDS-PP,0,6.52,6.85,15579
10/6/2019 22:05,Aveiro,PCP-PEV,0,2.9,3.04,6920
10/6/2019 22:05,Aveiro,PAN,0,2.86,3.01,6837
10/6/2019 22:05,Aveiro,IL,0,0.91,0.95,2164
10/6/2019 22:05,Aveiro,R.I.R.,0,0.83,0.87,1976
10/6/2019 22:05,Aveiro,CH,0,0.79,0.83,1897
10/6/2019 22:05,Aveiro,A,0,0.65,0.68,1548
10/6/2019 22:05,Aveiro,L,0,0.64,0.67,1519
10/6/2019 22:05,Aveiro,PCTP/MRPP,0,0.52,0.55,1248
10/6/2019 22:05,Aveiro,MPT,0,0.2,0.21,469
10/6/2019 22:05,Aveiro,PNR,0,0.2,0.21,476
10/6/2019 22:05,Aveiro,PURP,0,0.2,0.21,477
10/6/2019 22:05,Aveiro,NC,0,0.18,0.19,438
10/6/2019 22:05,Aveiro,PDR,0,0.17,0.18,413
10/6/2019 22:05,Aveiro,PTP,0,0.16,0.17,386
10/6/2019 22:05,Aveiro,PPM,0,0.12,0.13,286
10/6/2019 22:05,Aveiro,JPP,0,0.08,0.09,200
10/6/2019 22:05,Beja,PS,2,40.71,42.33,26161
10/6/2019 22:05,Beja,PCP-PEV,1,22.8,23.71,14655
10/6/2019 22:05,Beja,PPD/PSD,0,13.29,13.82,8544
10/6/2019 22:05,Beja,B.E.,0,9.08,9.44,5833
10/6/2019 22:05,Beja,CDS-PP,0,2.3,2.39,1480
10/6/2019 22:05,Beja,CH,0,2.04,2.12,1313
10/6/2019 22:05,Beja,PAN,0,1.97,2.05,1269
10/6/2019 22:05,Beja,PCTP/MRPP,0,1.35,1.4,865
10/6/2019 22:05,Beja,L,0,0.62,0.64,397
10/6/2019 22:05,Beja,IL,0,0.43,0.45,279
10/6/2019 22:05,Beja,A,0,0.39,0.41,252
10/6/2019 22:05,Beja,PNR,0,0.31,0.32,200
10/6/2019 22:05,Beja,MPT,0,0.26,0.27,169
10/6/2019 22:05,Beja,NC,0,0.18,0.19,118
10/6/2019 22:05,Beja,PDR,0,0.16,0.16,101
10/6/2019 22:05,Beja,PPM,0,0.15,0.15,95
10/6/2019 22:05,Beja,PTP,0,0.11,0.12,73
10/6/2019 22:05,Braga,PS,5,37.09,38.98,145195
10/6/2019 22:05,Braga,PPD/PSD,5,34.32,36.07,134358
10/6/2019 22:05,Braga,B.E.,1,8.42,8.85,32977
10/6/2019 22:05,Braga,CDS-PP,0,4.16,4.38,16304
10/6/2019 22:05,Braga,PCP-PEV,0,3.75,3.94,14687
10/6/2019 22:05,Braga,PAN,0,2.43,2.55,9498
10/6/2019 22:05,Braga,R.I.R.,0,0.78,0.82,3037
10/6/2019 22:05,Braga,IL,0,0.74,0.78,2890
10/6/2019 22:05,Braga,CH,0,0.64,0.67,2514
10/6/2019 22:05,Braga,L,0,0.62,0.65,2431
10/6/2019 22:05,Braga,PCTP/MRPP,0,0.5,0.53,1956
10/6/2019 22:05,Braga,A,0,0.46,0.48,1784
10/6/2019 22:05,Braga,MPT,0,0.21,0.22,837
10/6/2019 22:05,Braga,NC,0,0.21,0.22,836
10/6/2019 22:05,Braga,PNR,0,0.18,0.19,694
10/6/2019 22:05,Braga,PDR,0,0.14,0.14,538
10/6/2019 22:05,Braga,PTP,0,0.12,0.12,460
10/6/2019 22:05,Braga,PURP,0,0.11,0.12,433
10/6/2019 22:05,Braga,JPP,0,0.09,0.1,362
10/6/2019 22:05,Braga,MAS,0,0.09,0.1,354
10/6/2019 22:05,Braga,PPM,0,0.08,0.09,331
10/6/2019 22:05,Bragança,PPD/PSD,1,40.93,42.78,23472
10/6/2019 22:05,Bragança,PS,0,36.88,38.55,21152
10/6/2019 22:05,Bragança,B.E.,0,5.86,6.12,3360
10/6/2019 22:05,Bragança,CDS-PP,0,4.46,4.66,2555
10/6/2019 22:05,Bragança,PCP-PEV,0,1.94,2.03,1114
10/6/2019 22:05,Bragança,PAN,0,1.23,1.28,704
10/6/2019 22:05,Bragança,CH,0,0.8,0.84,461
10/6/2019 22:05,Bragança,R.I.R.,0,0.56,0.59,323
10/6/2019 22:05,Bragança,PCTP/MRPP,0,0.49,0.51,282
10/6/2019 22:05,Bragança,A,0,0.46,0.48,266
10/6/2019 22:05,Bragança,L,0,0.42,0.44,241
10/6/2019 22:05,Bragança,IL,0,0.4,0.42,232
10/6/2019 22:05,Bragança,PURP,0,0.29,0.31,169
10/6/2019 22:05,Bragança,PNR,0,0.27,0.29,157
10/6/2019 22:05,Bragança,NC,0,0.19,0.2,109
10/6/2019 22:05,Bragança,PDR,0,0.19,0.2,108
10/6/2019 22:05,Bragança,PTP,0,0.17,0.18,99
10/6/2019 22:05,Bragança,PPM,0,0.12,0.12,68
10/6/2019 22:05,Castelo Branco,PS,3,40.88,42.93,38302
10/6/2019 22:05,Castelo Branco,PPD/PSD,1,26.33,27.66,24674
10/6/2019 22:05,Castelo Branco,B.E.,0,11.05,11.6,10352
10/6/2019 22:05,Castelo Branco,PCP-PEV,0,4.75,4.99,4451
10/6/2019 22:05,Castelo Branco,CDS-PP,0,3.71,3.9,3479
10/6/2019 22:05,Castelo Branco,PAN,0,2.38,2.5,2231
10/6/2019 22:05,Castelo Branco,CH,0,1.27,1.33,1187
10/6/2019 22:05,Castelo Branco,L,0,0.89,0.93,834
10/6/2019 22:05,Castelo Branco,A,0,0.76,0.8,715
10/6/2019 22:05,Castelo Branco,PCTP/MRPP,0,0.74,0.78,694
10/6/2019 22:05,Castelo Branco,IL,0,0.58,0.61,543
10/6/2019 22:05,Castelo Branco,R.I.R.,0,0.58,0.61,541
10/6/2019 22:05,Castelo Branco,PURP,0,0.29,0.31,273
10/6/2019 22:05,Castelo Branco,PNR,0,0.26,0.28,246
10/6/2019 22:05,Castelo Branco,MPT,0,0.24,0.25,226
10/6/2019 22:05,Castelo Branco,PPM,0,0.2,0.21,183
10/6/2019 22:05,Castelo Branco,PTP,0,0.17,0.18,157
10/6/2019 22:05,Castelo Branco,PDR,0,0.13,0.14,125
10/6/2019 22:05,Coimbra,PS,2,40.2,42.51,68766
10/6/2019 22:05,Coimbra,PPD/PSD,1,26.24,27.76,44894
10/6/2019 22:05,Coimbra,B.E.,0,10.86,11.48,18574
10/6/2019 22:05,Coimbra,PCP-PEV,0,5.24,5.54,8965
10/6/2019 22:05,Coimbra,CDS-PP,0,3.27,3.46,5592
10/6/2019 22:05,Coimbra,PAN,0,2.56,2.71,4385
10/6/2019 22:05,Coimbra,A,0,1.05,1.11,1792
10/6/2019 22:05,Coimbra,CH,0,0.95,1,1621
10/6/2019 22:05,Coimbra,L,0,0.85,0.9,1460
10/6/2019 22:05,Coimbra,IL,0,0.72,0.76,1234
10/6/2019 22:05,Coimbra,R.I.R.,0,0.61,0.64,1037
10/6/2019 22:05,Coimbra,PCTP/MRPP,0,0.54,0.57,916
10/6/2019 22:05,Coimbra,PNR,0,0.31,0.33,538
10/6/2019 22:05,Coimbra,PDR,0,0.23,0.25,399
10/6/2019 22:05,Coimbra,MPT,0,0.21,0.22,351
10/6/2019 22:05,Coimbra,PURP,0,0.21,0.22,357
10/6/2019 22:05,Coimbra,NC,0,0.2,0.21,346
10/6/2019 22:05,Coimbra,PPM,0,0.12,0.13,203
10/6/2019 22:05,Coimbra,MAS,0,0.11,0.12,192
10/6/2019 22:05,Coimbra,JPP,0,0.07,0.08,127
10/6/2019 22:05,Évora,PS,2,38.33,39.79,28371
10/6/2019 22:05,Évora,PCP-PEV,1,18.89,19.61,13980
10/6/2019 22:05,Évora,PPD/PSD,0,17.48,18.14,12937
10/6/2019 22:05,Évora,B.E.,0,8.95,9.29,6624
10/6/2019 22:05,Évora,CDS-PP,0,3.42,3.56,2535
10/6/2019 22:05,Évora,CH,0,2.22,2.31,1645
10/6/2019 22:05,Évora,PAN,0,1.95,2.03,1446
